Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Comoros,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.14447883,72.98517386,75.56377081,78.43449995,81.94443825,84.41368963,87.26211445,91.15938629,92.70980851,96.75413326,100,101.842663,108.273767,103.6235458,,,,,,,,,
"Congo, Dem. Rep.",COD,,,,3.54655752853891E-14,4.80278597519732E-14,4.67181494887695E-14,5.40903207798098E-14,7.40639965363608E-14,1.13556158365998E-13,1.20569608976082E-13,1.30245662568943E-13,1.37770410128697E-13,1.59543942490218E-13,1.84501021896926E-13,2.38872146572463E-13,3.07328055141898E-13,5.5437665977553E-13,9.36606661480924E-13,1.39338071649056E-12,2.80140949283502E-12,4.10759207290032E-12,5.56201915403393E-12,7.60326336257742E-12,1.3421789728827E-11,2.04315893748572E-11,2.52985542541259E-11,3.65311123429578E-11,6.52702699756448E-11,1.11672034903421E-10,2.27883794232873E-10,4.13142847259999E-10,9.31404449721431E-09,3.9390676230795E-07,8.22045898006947E-06,0.001962481,0.01259734,0.074631914,0.222788731,0.287728988,1.10745442,6.798738475,31.26988756,41.12696369,46.4216349,48.27589326,58.56677694,66.2113197,77.43089446,90.82751129,93.37068161,100,115.3165159,126.5273893,127.5500129,129.1355092,130.0965343,133.8509266,,,,,,
"Congo, Rep.",COG,,,,,,,,,,,,,,,,,,,,,,,,,,35.44841425,36.92239862,37.08617466,37.46831876,36.79501726,37.85804508,37.2226547,35.757769,37.51836144,53.44103211,58.47411249,64.33972107,,73.46720248,76.51070725,75.8358893,75.87834975,79.20088037,78.70045358,80.6126905,83.10724224,88.54066405,90.89110565,95.39816918,99.61000193,100,101.759587,106.8579334,111.8071827,112.8270203,116.4026191,120.1165166,120.6571176,122.0480274,124.7404961,126.9800514,129.1585754,133.0894435
Costa Rica,CRI,0.249178864,0.255235888,0.262070747,0.269753662,0.278720363,0.276866873,0.277373215,0.280724827,0.292217397,0.299900788,0.313853065,0.323529307,0.338415297,0.389901916,0.507159572,0.595249143,0.615998536,0.641810356,0.68036472,0.742879423,0.877601875,1.202809023,2.286796546,3.032834377,3.395180051,3.906406559,4.368732193,5.104532425,6.167935839,7.18625025,8.554494524,11.01042928,13.40973051,14.72101452,16.71342563,20.58868375,24.19406132,27.39930123,30.5938679,33.66710812,37.35754489,41.56236658,45.37260506,49.65921863,55.77465955,63.47061155,70.7510695,77.37142011,87.7581182,94.64072561,100,104.8779983,109.5927396,115.3259042,120.5377136,121.5044043,121.4831668,123.45837,126.2005219,128.8457433,129.7797609,132.0203794,142.9447686
Cote d'Ivoire,CIV,5.558836943,6.2045788,6.121359955,6.179112924,6.217311738,6.379656698,6.647048396,6.799388905,7.163187134,7.481965333,8.095874844,8.059949769,8.084960898,8.982633028,10.54196319,11.74840907,13.16722216,16.77791959,18.99981727,22.10483516,25.35446284,27.58545548,29.6772953,31.3512219,32.69454686,33.3039089,36.52871132,39.06501162,41.77248498,42.21089483,41.8707258,42.57555603,44.37709122,45.33772857,57.16252089,65.33394274,66.95475156,69.64689053,72.85862039,73.37036171,75.22720061,78.50825688,80.92416388,83.59207776,84.81084052,88.10644594,90.28020067,91.98830775,97.79141562,98.78840358,100,104.912434,106.2810284,109.0243228,109.5134954,110.8840563,111.6859459,112.4519787,112.8561412,111.6069779,114.3134544,118.991106,125.2692757
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,0.00012054,0.00018081,0.00042189,0.0012054,0.018080995,0.108485968,0.241079928,1.747829479,27.96527166,57.97972271,60.26998203,62.86159125,65.48333547,69.67209922,72.47231756,75.81424481,78.67752326,79.9928418,81.40658554,83.07981389,85.8357194,88.57372942,91.14173228,96.68038654,98.97995705,100,102.2727273,105.7623479,108.1066571,107.8740157,107.372942,106.1649964,107.3639943,108.9745884,109.8156764,109.9856836,112.7952756,124.9552613
Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.84233545,78.21998688,78.52613164,79.80902398,80.90968729,84.24083388,86.86493185,89.46716233,95.61921423,97.29572126,100,102.3325315,105.5907865,106.9975946,108.60121,108.0836796,108.0326554,109.7456083,112.5810919,115.5332021,,,
Cyprus,CYP,13.94161183,13.8558173,13.87011639,14.14179908,14.09890181,14.12749999,14.19899543,14.29908906,14.83768808,15.19159053,15.5562173,16.2008679,16.98374303,18.30998354,21.27192854,22.25883665,23.11677897,24.81042064,26.65539381,29.17798252,33.12213399,36.6810058,39.04062054,41.01206031,43.46948292,45.65793389,46.21421612,47.50436299,49.13341411,50.98352323,53.27882929,55.96156454,59.60478524,62.49810086,65.43462995,67.1462807,69.14651795,71.63948809,73.23540621,74.42914334,77.51174364,79.04108284,81.25514612,84.61834975,86.5529089,88.768803,90.81464636,92.96936173,97.31010906,97.62760922,100,103.2894494,105.7570902,105.3347412,103.9074672,101.72853,100.2746597,100.8078868,102.2549751,102.5109919,101.8565384,104.3480396,113.1085615
Czechia,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.88790091,38.75574807,46.82199337,51.52265454,56.15481097,61.07328436,66.32323956,73.41874216,74.98656155,77.81759541,81.44597742,82.99587887,83.09442752,85.38792331,86.97366063,89.17756674,91.72191364,97.55420176,98.5486472,100,101.9172191,105.2678731,106.7819387,107.1492564,107.4807382,108.2153736,110.8672281,113.2503136,116.475542,120.1576778,124.7715463,143.6122559
Denmark,DNK,8.245702104,8.530313115,9.159664223,9.718864731,10.01944818,10.5655081,11.31195699,12.24042585,13.22029729,13.68141059,14.57273279,15.4281332,16.44058298,17.97011338,20.71508526,22.70489599,24.75067315,27.45400054,30.25805732,33.16617445,37.2473797,41.63042318,45.84376574,49.01075797,52.09391661,54.53126149,56.53702169,58.80980627,61.4769092,64.41103205,66.11251585,67.69601196,69.11495045,69.98431747,71.37841532,72.86566199,74.41500312,76.0388626,77.4422748,79.37662441,81.68115168,83.59075083,85.61735559,87.39398268,88.40282118,90.00982055,91.74180877,93.2952415,96.48245692,97.7412731,100,102.7586823,105.222748,106.053031,106.6511919,107.1332917,107.4011249,108.6331578,109.5170074,110.3472904,110.8115347,112.8649228,121.5516472
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,82.38568565,92.31977105,97.59803196,95.24522226,96.10418453,97.91547454,100,118.1476335,122.9788278,,,,,,,,,,,,,70.0722695,71.29618837,71.7507868,73.17286397,75.45751253,77.80044294,80.51054902,84.508684,94.61475696,96.20002331,100,105.0687139,108.9890478,111.9383268,113.4403879,112.4791057,115.5592472,116.2157532,116.3877187,120.2509224,122.3882717,123.8348004,130.2492059
Dominica,DMA,,,,,7.977512378,,8.375723204,8.455498328,8.90955174,9.285159615,10.43591578,10.81551241,11.21438802,12.57122992,16.89272525,20.25484862,22.46313274,24.59795143,26.49508788,,41.49931968,47.00490473,49.0705795,51.1060038,52.23953203,54.19328007,55.69672829,57.93828792,59.63274624,63.34102139,65.36218475,68.99440158,72.7696549,73.91142974,73.92261752,74.89657569,76.15271448,78.00802089,78.78743605,79.71671642,80.39984628,81.44817508,81.58668204,82.77243677,84.75409981,86.17957969,88.07759128,91.27676431,97.08189517,97.08797596,100,101.1312314,102.5033511,102.4557776,103.2746558,102.4031963,102.5484207,102.8522234,103.8696284,105.4324753,104.6658585,,
Dominican Republic,DOM,0.454580671,0.436852025,0.476855124,0.517767384,0.52867732,0.518676546,0.520040288,0.52648018,0.526669589,0.531707858,0.552001375,0.571763183,0.621167705,0.714836906,0.808771961,0.926057853,0.997971341,1.126245862,1.165415007,1.272327909,1.48548273,1.597111393,1.719230412,1.815999416,2.181953772,3.171168165,3.413412834,3.875954979,5.576097373,7.843222365,11.80110682,17.35696848,18.09620635,19.04631849,20.61969067,23.20456674,24.45744948,26.4865783,27.76632119,29.56295262,31.84643519,34.67537584,36.48659822,46.50206462,70.43242691,73.3836883,78.94089209,83.79067833,92.70987855,94.04689529,100,105.7967681,109.7054266,115.005242,118.4538378,119.4449959,121.3730365,125.3535344,129.8216787,132.1722349,137.1697091,148.476613,161.5590241
Ecuador,ECU,0.012242619,0.012730564,0.013096044,0.013873884,0.014433585,0.014876562,0.015687889,0.016286874,0.016990086,0.018064994,0.018999185,0.020808225,0.022374068,0.025087628,0.030783543,0.035182412,0.038762092,0.043779617,0.049513932,0.054523351,0.061016695,0.069588301,0.0809204,0.120100619,0.157595529,0.201712209,0.248166986,0.321386167,0.508485259,0.893145154,1.326491261,1.972732344,3.049998501,4.421126966,5.628575726,6.919440849,8.60857733,11.24775774,15.30802205,23.30523973,45.70073045,62.91927833,70.77386811,76.38578635,78.48122567,80.18291605,82.82794876,84.71326592,91.82926153,96.56762231,100,104.4745327,109.8045327,112.7931658,116.8415609,121.4762523,123.5756834,124.0914087,123.8133158,124.1426747,123.7219895,123.8868507,128.1809793
"Egypt, Arab Rep.",EGY,1.208720709,1.217104477,1.180553898,1.189368453,1.232911029,1.415862751,1.543806349,1.554642287,1.528590222,1.580712401,1.640193006,1.691701983,1.727267706,1.81556881,1.997567196,2.190725861,2.416752159,2.724456979,3.026275058,3.326008249,4.018457388,4.433053058,5.090164905,5.908657002,6.915277458,7.75249323,9.602570683,11.4936619,13.52384328,16.39926486,19.14718713,22.92847797,26.05533176,29.20536725,31.58684044,36.55931368,39.18686946,40.99949956,42.58723612,43.89870969,45.07686561,46.10000101,47.36186801,49.4968351,55.07543497,57.75727653,62.17254681,67.96638721,80.41567596,89.87537033,100,110.064926,117.8924457,129.05653,142.0528007,156.7843726,178.4419485,231.0941154,264.3750554,288.5727744,303.1310772,318.9364813,363.2548135
El Salvador,SLV,1.927769934,1.876058077,1.877861979,1.907325711,1.940848224,1.949717408,1.926567333,1.954828464,2.004435769,2.000527315,2.056899252,2.066069087,2.097787697,2.231877746,2.609043588,3.107070865,3.325643657,3.718743967,4.212411813,4.80450946,5.638907092,6.473304725,7.232551313,8.195516175,9.138588113,11.17908634,14.74912937,18.41642669,22.05572657,25.94505102,32.17164665,36.80522432,40.93273935,48.50803385,53.64300052,59.02320918,64.80094415,67.71059485,69.43522418,69.79269555,71.37788837,74.05514489,75.43666216,77.03621429,80.46582335,84.24043385,87.64132428,91.65361924,97.80167338,98.83441045,100,105.1289238,106.9473754,107.7576827,108.9875692,108.1904511,108.8439745,109.9458609,111.1446336,111.2283523,110.8150386,114.6569139,122.910625
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,37.87101813,31.19040992,27.08123787,27.76467605,29.47668869,29.72956081,28.71123793,27.4827578,28.98119601,38.20910351,45.80218275,47.88193515,49.32629632,53.24068849,53.43888556,56.00517522,60.94784993,65.57530234,70.37773845,73.34745934,77.47811945,80.8994756,83.1676852,88.61663808,92.77370277,100,104.8053892,108.6377246,111.8413174,116.6616766,118.6176623,120.2924715,121.1878743,122.4725555,124.3467228,130.2739521,130.1474551,136.3772455
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.63777857,22.08989433,32.61676513,42.00276565,51.68454734,57.15374357,61.84511335,63.88359688,66.45075252,70.27052772,72.78052962,73.75214327,76.00019051,79.1007811,82.61097352,88.06439322,97.18994094,97.11373595,100,104.9819013,109.1112593,112.1451705,112.0261002,111.4745666,111.6403124,115.4553248,119.4227472,122.1423128,121.5993523,127.2575729,151.9433321
Eswatini,SWZ,,,,,,1.558133589,1.607643611,1.636967729,1.693433704,1.74771742,1.780042145,1.821368693,1.864468326,2.079693712,2.480820365,2.779653584,2.961190331,3.577269587,3.88196763,4.520687833,5.365332035,6.441392118,7.137540504,7.963177243,8.99359061,10.83391609,12.32217931,13.97047082,16.8196872,18.08892851,20.45718347,22.28489095,23.96924883,26.85117322,30.54839849,34.30236632,36.50636653,39.1075646,42.27917465,44.85349467,50.32944965,53.32008082,59.72900282,64.08324713,66.29112972,69.45587093,73.14025447,79.04712599,89.05248449,95.68532213,100,106.1074271,115.5930564,122.0908961,129.0273058,135.4157638,146.0422106,155.1280446,162.5975556,166.8218664,,,
Ethiopia,ETH,,,,,,4.697902034,4.633922823,4.671396361,4.679926922,4.746648099,5.227101504,5.255130492,4.935539102,5.37547234,5.837341308,6.219693257,7.994659356,9.326340925,10.66076446,12.36992337,12.92440986,13.71744741,14.52541344,14.42731199,15.64169834,18.62373887,16.79698008,16.38903645,17.54949746,18.92139453,19.89631584,27.00379681,29.8466064,30.90409135,33.25090973,36.58337354,33.47954915,34.28145452,34.58820556,37.33501014,37.58233894,34.48636429,34.71917797,39.46669406,40.77989719,44.84564121,50.36142023,59.04393094,85.23386191,92.46479937,100,133.2499599,164.697507,176.990565,189.1852495,207.288196,221.0275341,244.6490009,278.4913844,322.5198479,388.1731068,492.3569139,659.2160797
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,,,,,,,,,,8.317706988,8.660744076,9.452179645,11.52962733,12.80772321,14.66464705,16.58056574,18.47612837,19.77062218,20.97822582,22.61594519,25.89364573,28.78872797,30.81302376,32.87878556,34.61847366,36.14894682,36.79920943,38.88343377,43.45547501,46.14508821,49.92500373,53.16880374,55.76504851,58.66850553,59.14763166,60.42856069,62.27172958,64.36912865,68.04568833,69.38528587,70.1430874,73.14007023,73.69742103,76.77262853,78.94336323,80.81097732,82.82384655,86.80246098,93.51426908,96.44223412,100,107.2781178,110.9506503,114.1832441,114.776205,116.3542464,120.8492731,124.8947972,129.9923489,132.2972456,128.8638103,129.0646519,134.8986228
Finland,FIN,8.136875458,8.274470178,8.637221526,9.068770098,10.00066428,10.49475591,10.90128644,11.48753385,12.54342982,12.82008908,13.17141342,14.02436326,14.95873615,16.56746923,19.37340209,22.82407569,26.09766281,29.17545073,31.45094646,33.79937653,37.71828555,41.98262312,46.00662717,49.85567622,53.3793041,56.15269095,57.79997461,60.17730425,63.23787898,67.40709531,71.55233866,74.63639679,76.81527443,78.49803069,79.35252633,79.98039478,80.48362682,81.44344142,82.58322103,83.54302929,86.08449246,88.30413013,89.6915824,90.47857257,90.64787658,91.21340552,92.64241293,94.96835417,98.82972334,98.82972244,100,103.4168075,106.3210992,107.8928293,109.0162054,108.7895292,109.1775646,110.0007799,111.1929914,112.3317121,112.658097,115.1304627,123.3317901
France,FRA,10.43359341,10.68404776,11.25364427,11.81623115,12.19567298,12.52533478,12.85124408,13.21002217,13.81018054,14.64513893,15.42127875,16.25364515,17.23910415,18.51145366,21.03814074,23.49664256,25.7583109,28.20394781,30.81297049,34.09354555,38.71750955,43.87251579,49.12777279,53.77503827,57.90162857,61.27793028,62.83348642,64.90001584,66.65284538,68.98456334,71.18812578,73.47569023,75.21247954,76.79529818,78.06665611,79.46910908,81.04488905,82.02062327,82.55468159,82.99811716,84.38913231,85.76870964,87.41839554,89.25284626,91.16472224,92.75633919,94.31012335,95.71345616,98.40574355,98.49196713,100,102.111598,104.107058,105.0062468,105.5394253,105.5790178,105.7725809,106.864453,108.8423164,110.0485668,110.5729469,112.3889211,118.2582836
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,,,9.317640118,9.984627856,10.31695702,10.5685333,10.95366243,11.17029756,11.43119148,11.77128535,12.22008501,12.69217878,13.13476669,13.9500602,15.63422365,20.08262033,24.13359904,27.47672252,30.4343634,32.85471657,36.90910663,40.12259879,46.81737412,51.81369468,54.8484968,58.88256303,62.58354122,61.99138471,56.55094677,60.36295431,65.02618683,57.42715335,51.9469299,52.22419485,71.08561337,77.94290913,78.48047621,81.59885875,82.78101287,81.17787248,81.58775582,83.33179244,83.36236094,85.22580409,85.57370035,88.7470584,87.49625615,91.89759681,96.73536333,98.55950938,100,101.2633171,103.9492438,104.474646,109.3749849,109.0044277,111.3008317,114.2524472,119.678372,122.6279263,124.2867892,125.6376716,130.953713
"Gambia, The",GMB,,2.2768878,2.317589853,2.424572773,2.314602546,2.342795253,2.348396453,2.381443533,2.480958186,2.605304826,2.55358708,2.631630466,2.86053284,3.058441906,3.340929093,4.20706496,4.92341584,5.53341381,6.023416744,6.392589408,6.828859066,7.234781951,8.020178698,8.87322926,10.83407623,12.81886652,20.06923947,24.79136433,27.68962032,29.98094086,33.62895702,36.53528692,40.00122244,42.58682315,43.31514569,46.33896493,46.84845662,48.15141896,48.68791649,50.54408101,50.97116312,53.2610916,57.84640541,67.69930645,77.31717312,81.0582587,82.72522456,87.16685333,91.04024749,95.19305464,100,104.7958827,109.254237,115.4807778,122.3495738,130.6796894,140.1262532,151.3842623,161.255982,172.7304356,182.9755551,196.4614895,219.0803362
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.90113086,28.63914056,39.9107903,42.73951451,44.26395085,52.75938745,54.90350891,57.45435032,60.66480594,61.17301597,64.6331614,69.96351667,76.37285,83.43344167,91.77635833,93.36180833,100,108.5429333,107.5186583,106.9681,110.25075,114.664725,117.1127333,124.1808583,127.4284917,133.6124667,140.5636083,154.0112083,172.3357167
Germany,DEU,24.64607047,25.21137616,25.9282037,26.69748307,27.32106575,28.20690192,29.20346879,29.72797766,30.16506494,30.74202565,31.8027022,33.4694737,35.30525195,37.78792574,40.42795313,42.81738111,44.6356773,46.30244598,47.56126917,49.48446619,52.17694447,55.48717651,58.39528444,60.31848334,61.76962143,63.04592574,62.96433589,63.12168761,63.92593299,65.70343802,67.47511036,70.20585007,73.75614444,77.05641956,79.13159239,80.4817043,81.64846931,83.23193685,83.99033256,84.48203974,85.69880785,87.39894991,88.64071957,89.55746156,91.04925331,92.45770436,93.91615662,96.07467298,98.59988029,98.90824058,100,102.0751728,104.1253413,105.6921396,106.6505496,107.1991879,107.7263367,109.3524602,111.2466294,112.8548771,113.0183789,116.4842759,124.4897444
Ghana,GHA,,,,,0.001140246,0.001441782,0.001632644,0.001495134,0.001613171,0.001731208,0.001783669,0.001954167,0.002150895,0.002531236,0.002990269,0.003882103,0.006059229,0.013115214,0.022701343,0.035060246,0.05261496,0.113913285,0.139310898,0.310488487,0.433644719,0.478333718,0.595838387,0.833071845,1.094317074,1.370344242,1.880921715,2.220078967,2.443332699,3.053184692,3.812519524,6.079502868,8.910181395,11.39480407,13.06119921,13.69667851,19.20834975,27.18163898,29.72609383,38.57643771,45.53668362,52.56708856,58.70649553,65.00820724,75.73107674,90.30699787,100,108.7284594,120.8911955,134.9945949,155.9047393,182.6423545,214.5219104,241.0623928,259.886389,278.4517371,305.9830666,336.4929095,441.6667804
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,1.121349544,1.144938021,1.139494662,1.175783724,1.183041872,1.221146142,1.281024016,1.304612242,1.306426443,1.340901975,1.379005993,1.424367992,1.486060236,1.714685016,2.170119873,2.465880341,2.787043488,3.131795112,3.525537725,4.198710056,5.234779298,6.517617851,7.88573679,9.477037571,11.22619669,13.39450211,16.47730716,19.17906867,21.77377769,24.74710981,29.80381028,35.6023936,41.25501191,47.20038077,52.33298589,57.00868393,61.68029028,65.09491279,68.19748327,69.99560066,72.20128917,74.63733779,77.34619452,80.07701815,82.39832928,85.31940998,88.04617297,90.59511251,94.3573437,95.49913614,100,103.3298532,104.8813788,103.9151387,102.5515009,100.7713217,99.93929926,101.0598732,101.6921254,101.9494141,100.6771022,101.9092137,111.7386222
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,,,,,,,,,,,,,,,,,17.30795835,20.50246806,24.22066789,29.2786416,35.66766102,42.36871247,45.67887042,48.4631562,51.20598319,52.48684193,52.77923558,52.31882469,54.41157768,57.45478931,59.01999415,60.58083909,62.86978767,64.635548,67.07273325,68.32620509,69.7148339,70.58245441,71.55486415,71.96804172,73.53825354,75.84808497,76.65754747,78.3094625,80.1206952,82.90553589,86.43064049,89.7658513,96.97698745,96.67766334,100,103.0334728,105.5173801,105.4709527,104.4335372,103.8952366,105.6099131,106.5693351,107.4262616,108.0688315,107.2683304,108.5764805,111.3558095
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,1.755258964,1.745546496,1.781374714,1.784072622,1.7806193,1.766374346,1.778460973,1.787094279,1.821519586,1.859721963,1.903320157,1.894686851,1.904723069,2.167499311,2.525026084,2.857300437,3.163745908,3.553664294,3.848191147,4.284706318,4.748476213,5.291372725,5.30763764,5.54853423,5.737558927,6.809724589,9.324632237,10.47372655,11.60831433,12.93016842,18.26022527,24.31648863,26.75930314,29.92216986,33.1703175,35.96040993,39.93652244,43.6238228,46.50886718,48.93365841,51.85870569,55.63706547,60.16182245,63.53297618,68.34790059,74.57347154,79.46612726,84.88700253,94.52656777,96.28391359,100,106.2141239,110.2309377,115.0186766,118.950431,121.7918241,127.2096628,132.8381008,137.8220029,142.9213949,147.5155183,153.8012301,164.390642
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.26313514,42.38514615,57.0907873,67.46736081,83.02912111,86.91852787,100,121.3169269,139.7889989,156.4065398,166.0263328,185.5843717,200.7515907,218.6473091,240.1351293,262.875951,290.7450612,327.3710547,361.7222337
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18856332,1.905050477,3.444105336,4.580728215,7.219011675,12.24226251,18.13179049,20.88353401,30.35741361,45.75896051,68.22703275,73.69458012,72.15708632,78.38880388,81.01335718,83.6868966,80.75569149,81.46900869,84.1812743,85.82679696,89.78979586,99.18187418,97.54398735,100,105.0461023,107.2841576,108.5792121,106.9404862,108.5196982,110.1508801,112.0136578,112.4407935,112.7180728,114.0030694,116.5595755,127.5089941
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.98679934,42.62518747,45.64932174,47.2724614,49.44059684,53.16753751,56.43656659,57.91938835,61.0128717,64.66203822,67.68076363,72.36802404,77.20015128,86.61868897,93.63655427,96.40098716,100,104.9777356,107.4887351,109.5323666,110.466273,109.3596944,110.2739502,112.3742898,113.8158754,116.1914755,117.3456485,123.2514857,130.7883824
Haiti,HTI,0.85297117,0.885210976,0.880298902,0.918211807,1.002339712,1.025032108,1.110128591,1.077542864,1.091725611,1.107153673,1.122304998,1.22981714,1.269044543,1.55761156,1.79048535,2.090813669,2.237968319,2.383254998,2.319536411,2.623254753,3.089624991,3.425106771,3.677168676,4.053845457,4.313373956,4.772698204,4.929239204,4.364867706,4.544065955,4.858692767,5.892429795,6.801037011,8.117615397,10.52903191,14.67027069,18.72046618,22.57381135,27.21476289,28.64871839,29.50943883,32.26362026,36.56007696,39.13130113,50.36181934,60.95383354,69.47091778,77.35254292,82.42472531,95.02068595,95.39495917,100,106.3327948,111.6686187,116.9896552,121.0119545,129.1582865,144.0152445,159.3962004,179.2910955,212.8253122,261.341633,305.3555469,409.1273681
Honduras,HND,1.561930288,1.586343139,1.603668389,1.653084725,1.727012351,1.782039705,1.813835475,1.851778029,1.886243775,1.909976767,1.965001029,2.008687874,2.081247339,2.18933071,2.470649805,2.677595447,2.808353651,3.045230073,3.220279784,3.611072197,4.263287555,4.66427922,5.083253778,5.502765139,5.762846078,5.956631876,6.215907611,6.370506807,6.656622681,7.312327258,9.01774964,12.08128302,13.13958967,14.55191774,17.71395442,22.9332877,28.40008706,34.1368668,38.80273054,43.32858052,48.11553723,52.77030916,56.82861491,61.18973738,66.15454477,71.9821388,75.99712404,81.26844774,90.53583592,95.51199576,100,106.7622796,112.3098464,118.1071672,125.3462499,129.3044729,132.8275184,138.0534322,144.0550973,150.3443578,155.5589192,162.5293272,177.3026565
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,28.98909258,32.16933059,35.34956859,38.40748975,39.75297506,41.09846037,43.42248045,46.84735215,51.61770915,56.99965039,63.3601264,69.47596872,75.59181103,82.19692074,89.65824836,95.28482329,100.7890814,103.7246857,99.56591292,95.89640753,94.30628852,91.49300106,89.04666413,88.80203044,89.53593152,91.32687542,93.18540212,97.19531426,97.75850417,100,105.3052489,109.5742284,114.3275513,119.3849966,122.9556206,125.9179995,127.7990538,130.8740707,134.6474431,134.9853571,137.1029511,139.6823609
Hungary,HUN,,,,,,,,,,,,,2.235644858,2.311388018,2.352924589,2.443327714,2.57107462,2.671575245,2.79679579,3.047847713,3.330866506,3.486131982,3.724437169,3.995572312,4.333911577,4.634786671,4.880043902,5.303354243,6.137229749,7.189712607,9.22940529,12.44285744,15.38630505,18.84272071,22.39797939,28.73783236,35.48232291,41.97738853,47.9187798,52.70957678,57.87701821,63.15355548,66.47887324,69.57746479,74.27001031,76.91514943,79.93816558,86.30024047,91.51494332,95.3692889,100,103.929921,109.804191,111.7073171,111.4531089,111.384404,111.8241154,114.4500172,117.7121264,121.6420474,125.6887667,132.1126761,151.4118859
Iceland,ISL,0.041528891,0.043485572,0.04827607,0.054517212,0.065009079,0.069765838,0.077221464,0.079785386,0.091938135,0.111946902,0.126916974,0.135460865,0.14875137,0.180517122,0.25726611,0.384256104,0.507352971,0.661165858,0.95042591,1.372837533,2.176337735,3.303533596,4.963335459,9.130057869,11.94689958,15.76926578,19.25875217,22.78267401,28.64363288,34.58953405,39.95462052,42.67504228,44.35972995,46.15312858,46.86972803,47.64365574,48.72060198,49.6050908,50.42815916,52.05791285,54.73185256,58.23747452,61.26408906,62.52347245,64.49808453,67.06965401,71.5546548,75.16927924,84.71156392,94.87960293,100,104.0010266,109.3944158,113.630473,115.9537785,117.8473682,119.8471527,121.9569607,125.2289655,129.0033312,132.6772481,138.573743,150.087496
India,IND,2.527486689,2.57033297,2.663692989,2.742169683,3.108393605,3.402906395,3.770483183,4.262991331,4.401001942,4.375294079,4.5980955,4.739714022,5.045051018,5.899723828,7.586970156,8.023101847,7.410622454,8.026257698,8.228764093,8.745175272,9.737409285,11.01423164,11.88333633,13.29366035,14.39954761,15.19964756,16.52653434,17.98105542,19.6683027,21.05969351,22.94900758,26.13209143,29.21249455,31.06073709,34.24382141,37.74521317,41.13365846,44.08057745,49.91280767,52.24364614,54.33832165,56.3919261,58.8151729,61.05359545,63.35363809,66.04385126,69.87209853,74.32496447,80.53055424,89.29417338,100,108.9117934,119.2355389,131.1804103,139.9244461,146.7905015,154.0540131,159.1811978,165.4510689,171.621576,182.9888226,192.3787247,205.2662411
